date;disel_type1_price;disel_type2_price;disel_type3_price
2019-07-30;4.6248;4.4288;3.2832
2019-07-31;4.6464;4.4504;3.292
2019-08-01;4.6672;4.4712;3.316
2019-08-02;4.6584;4.4624;3.3224
2019-08-03;4.648;4.452;3.3112
2019-08-04;4.648;4.452;3.3112
2019-08-05;4.648;4.452;3.3112
2019-08-06;4.6352;4.4392;3.2864
2019-08-07;4.6192;4.4232;3.2536
2019-08-08;4.5864;4.3904;3.2136
2019-08-09;4.5464;4.3504;3.1928
2019-08-10;4.5488;4.3528;3.2048
2019-08-11;4.5488;4.3528;3.2048
2019-08-12;4.5488;4.3528;3.2048
2019-08-13;4.552;4.356;3.2112
2019-08-14;4.5944;4.3984;3.2408
2019-08-15;4.592;4.396;3.2432
2019-08-16;4.592;4.396;3.2432
2019-08-17;4.6104;4.4144;3.2552
2019-08-18;4.6104;4.4144;3.2552
2019-08-19;4.6104;4.4144;3.2552
2019-08-20;4.6104;4.4144;3.256
2019-08-21;4.6176;4.4216;3.2616
2019-08-22;4.6304;4.4344;3.2712
2019-08-23;4.6272;4.4312;3.2776
2019-08-24;4.616;4.42;3.2696
2019-08-25;4.616;4.42;3.2696
2019-08-26;4.616;4.42;3.2696
2019-08-27;4.616;4.42;3.2696
2019-08-28;4.6096;4.4136;3.2592
2019-08-29;4.616;4.42;3.2728
2019-08-30;4.6392;4.4432;3.2856
2019-08-31;4.6416;4.4456;3.2888
2019-09-01;4.6416;4.4456;3.2888
2019-09-02;4.6416;4.4456;3.2888
2019-09-03;4.6384;4.4424;3.2848
2019-09-04;4.6328;4.4368;3.28
2019-09-05;4.6456;4.4496;3.2936
2019-09-06;4.652;4.456;3.3112
2019-09-07;4.6528;4.4568;3.3152
2019-09-08;4.6528;4.4568;3.3152
2019-09-09;4.6528;4.4568;3.3152
2019-09-10;4.664;4.468;3.336
2019-09-11;4.6816;4.4856;3.3488
2019-09-12;4.6864;4.4904;3.3496
2019-09-13;4.6536;4.4576;3.3416
2019-09-14;4.6456;4.4496;3.3216
2019-09-15;4.6456;4.4496;3.3216
2019-09-16;4.6456;4.4496;3.3216
2019-09-17;4.6976;4.5016;3.3592
2019-09-18;4.7112;4.5152;3.3936
2019-09-19;4.7208;4.5248;3.396
2019-09-20;4.7392;4.5432;3.4056
2019-09-21;4.7312;4.5352;3.4096
2019-09-22;4.7312;4.5352;3.4096
2019-09-23;4.7312;4.5352;3.4096
2019-09-24;4.7248;4.5288;3.4168
2019-09-25;4.7088;4.5128;3.408
2019-09-26;4.6984;4.5024;3.4128
2019-09-27;4.688;4.492;3.4056
2019-09-28;4.6912;4.4952;3.3992
2019-09-29;4.6912;4.4952;3.3992
2019-09-30;4.6912;4.4952;3.3992
2019-10-01;4.6688;4.4728;3.3968
2019-10-02;4.6648;4.4688;3.3872
2019-10-03;4.6504;4.4544;3.3736
2019-10-04;4.6352;4.4392;3.3528
2019-10-05;4.6256;4.4296;3.3344
2019-10-06;4.6256;4.4296;3.3344
2019-10-07;4.6256;4.4296;3.3344
2019-10-08;4.6224;4.4264;3.3344
2019-10-09;4.6208;4.4248;3.3208
2019-10-10;4.6248;4.4288;3.336
2019-10-11;4.6224;4.4264;3.3256
2019-10-12;4.6288;4.4328;3.3472
2019-10-13;4.6288;4.4328;3.3472
2019-10-14;4.6288;4.4328;3.3472
2019-10-15;4.6224;4.4264;3.3224
2019-10-16;4.6152;4.4192;3.3176
2019-10-17;4.6144;4.4184;3.3112
2019-10-18;4.6112;4.4152;3.3048
2019-10-19;4.6032;4.4072;3.2928
2019-10-20;4.6032;4.4072;3.2928
2019-10-21;4.6032;4.4072;3.2928
2019-10-22;4.596;4.4;3.2848
2019-10-23;4.5952;4.3992;3.2928
2019-10-24;4.5968;4.4008;3.2912
2019-10-25;4.6176;4.4216;3.3112
2019-10-26;4.616;4.42;3.316
2019-10-27;4.616;4.42;3.316
2019-10-28;4.616;4.42;3.316
2019-10-29;4.6104;4.4144;3.3112
2019-10-30;4.6088;4.4128;3.3144
2019-10-31;4.6008;4.4048;3.3064
2019-11-01;4.5824;4.3864;3.2912
2019-11-02;4.5824;4.3864;3.2912
2019-11-03;4.5824;4.3864;3.2912
2019-11-04;4.5824;4.3864;3.2912
2019-11-05;4.5928;4.3968;3.3048
2019-11-06;4.5952;4.3992;3.3032
2019-11-07;4.596;4.4;3.3048
2019-11-08;4.5944;4.3984;3.3016
2019-11-09;4.5984;4.4024;3.2984
2019-11-10;4.5984;4.4024;3.2984
2019-11-11;4.5984;4.4024;3.2984
2019-11-12;4.5984;4.4024;3.2984
2019-11-13;4.6032;4.4072;3.3032
2019-11-14;4.6032;4.4072;3.312
2019-11-15;4.6288;4.4328;3.3352
2019-11-16;4.6448;4.4488;3.3408
2019-11-17;4.6448;4.4488;3.3408
2019-11-18;4.6448;4.4488;3.3408
2019-11-19;4.6272;4.4312;3.3256
2019-11-20;4.6176;4.4216;3.316
2019-11-21;4.6152;4.4192;3.3136
2019-11-22;4.6144;4.4184;3.3176
2019-11-23;4.6248;4.4288;3.3304
2019-11-24;4.6248;4.4288;3.3304
2019-11-25;4.6248;4.4288;3.3304
2019-11-26;4.6376;4.4416;3.3448
2019-11-27;4.656;4.46;3.3632
2019-11-28;4.656;4.46;3.3624
2019-11-29;4.6624;4.4664;3.3616
2019-11-30;4.6536;4.4576;3.3496
2019-12-01;4.6536;4.4576;3.3496
2019-12-02;4.6536;4.4576;3.3496
2019-12-03;4.648;4.452;3.3432
2019-12-04;4.6352;4.4392;3.328
2019-12-05;4.636;4.44;3.3176
2019-12-06;4.6416;4.4456;3.3208
2019-12-07;4.6488;4.4528;3.3256
2019-12-08;4.6488;4.4528;3.3256
2019-12-09;4.6488;4.4528;3.3256
2019-12-10;4.6592;4.4632;3.3312
2019-12-11;4.672;4.476;3.3416
2019-12-12;4.6576;4.4616;3.3272
2019-12-13;4.6464;4.4504;3.3264
2019-12-14;4.6512;4.4552;3.332
2019-12-15;4.6512;4.4552;3.332
2019-12-16;4.6512;4.4552;3.332
2019-12-17;4.664;4.468;3.3608
2019-12-18;4.6792;4.4832;3.372
2019-12-19;4.7016;4.5056;3.3736
2019-12-20;4.7184;4.5224;3.3888
2019-12-21;4.7232;4.5272;3.3896
2019-12-22;4.7232;4.5272;3.3896
2019-12-23;4.7232;4.5272;3.3896
2019-12-24;4.7368;4.5408;3.3904
2019-12-25;4.7368;4.5408;3.3904
2019-12-26;4.7368;4.5408;3.3904
2019-12-27;4.7368;4.5408;3.3904
2019-12-28;4.7696;4.5736;3.4168
2019-12-29;4.7696;4.5736;3.4168
2019-12-30;4.7696;4.5736;3.4168
2019-12-31;4.7592;4.5632;3.4064
2020-01-01;4.7424;4.5464;3.3976
2020-01-02;4.7424;4.5464;3.3976
2020-01-03;4.7392;4.5432;3.3936
2020-01-04;4.7592;4.5632;3.4144
2020-01-05;4.7592;4.5632;3.4144
2020-01-06;4.7592;4.5632;3.4144
2020-01-07;4.7592;4.5632;3.4144
2020-01-08;4.7408;4.5448;3.3976
2020-01-09;4.7328;4.5368;3.3904
2020-01-10;4.7056;4.5096;3.3816
2020-01-11;4.684;4.488;3.368
2020-01-12;4.684;4.488;3.368
2020-01-13;4.684;4.488;3.368
2020-01-14;4.6272;4.4312;3.3472
2020-01-15;4.6144;4.4184;3.3288
2020-01-16;4.6008;4.4048;3.312
2020-01-17;4.5896;4.3936;3.3
2020-01-18;4.5696;4.3736;3.284
2020-01-19;4.5696;4.3736;3.284
2020-01-20;4.5696;4.3736;3.284
2020-01-21;4.5784;4.3824;3.2968
2020-01-22;4.5824;4.3864;3.2864
2020-01-23;4.5472;4.3512;3.2704
2020-01-24;4.5432;4.3472;3.2576
2020-01-25;4.5176;4.3216;3.2456
2020-01-26;4.5176;4.3216;3.2456
2020-01-27;4.5176;4.3216;3.2456
2020-01-28;4.492;4.296;3.2168
2020-01-29;4.4904;4.2944;3.1992
2020-01-30;4.4912;4.2952;3.1896
2020-01-31;4.4528;4.2568;3.1744
2020-02-01;4.4608;4.2648;3.1616
2020-02-02;4.4608;4.2648;3.1616
2020-02-03;4.4608;4.2648;3.1616
2020-02-04;4.4264;4.2304;3.144
2020-02-05;4.4128;4.2168;3.1256
2020-02-06;4.4192;4.2232;3.1272
2020-02-07;4.4072;4.2112;3.132
2020-02-08;4.4296;4.2336;3.1384
2020-02-09;4.4296;4.2336;3.1384
2020-02-10;4.4296;4.2336;3.1384
2020-02-11;4.4192;4.2232;3.1256
2020-02-12;4.416;4.22;3.1232
2020-02-13;4.424;4.228;3.1456
2020-02-14;4.4376;4.2416;3.1608
2020-02-15;4.4536;4.2576;3.1664
2020-02-16;4.4536;4.2576;3.1664
2020-02-17;4.4536;4.2576;3.1664
2020-02-18;4.4536;4.2576;3.1632
2020-02-19;4.4528;4.2568;3.1608
2020-02-20;4.4664;4.2704;3.1952
2020-02-21;4.4952;4.2992;3.2152
2020-02-22;4.4824;4.2864;3.2032
2020-02-23;4.4824;4.2864;3.2032
2020-02-24;4.4824;4.2864;3.2032
2020-02-25;4.4664;4.2704;3.1848
2020-02-26;4.436;4.24;3.172
2020-02-27;4.3888;4.1928;3.1456
2020-02-28;4.3344;4.1384;3.104
2020-02-29;4.3176;4.1216;3.0648
2020-03-01;4.3176;4.1216;3.0648
2020-03-02;4.3176;4.1216;3.0648
2020-03-03;4.3368;4.1408;3.0432
2020-03-04;4.3272;4.1312;3.0256
2020-03-05;4.3264;4.1304;3.0224
2020-03-06;4.3192;4.1232;3.0168
2020-03-07;4.2928;4.0968;2.9952
2020-03-08;4.2928;4.0968;2.9952
2020-03-09;4.2928;4.0968;2.9952
2020-03-10;4.2376;4.0416;2.9376
2020-03-11;4.1848;3.9888;2.884
2020-03-12;4.136;3.94;2.836
2020-03-13;4.048;3.852;2.7752
2020-03-14;4.0408;3.8448;2.7416
2020-03-15;4.0408;3.8448;2.7416
2020-03-16;4.0408;3.8448;2.7416
2020-03-17;4.0072;3.8112;2.7224
2020-03-18;3.9664;3.7704;2.7016
2020-03-19;3.9232;3.7272;2.6624
2020-03-20;3.936;3.74;2.6712
2020-03-21;3.952;3.756;2.6984
2020-03-22;3.952;3.756;2.6984
2020-03-23;3.952;3.756;2.6984
2020-03-24;3.9504;3.7544;2.6776
2020-03-25;3.9744;3.7784;2.6992
2020-03-26;3.9784;3.7824;2.7016
2020-03-27;3.9848;3.7888;2.7064
2020-03-28;3.9704;3.7744;2.696
2020-03-29;3.9704;3.7744;2.696
2020-03-30;3.9704;3.7744;2.696
2020-03-31;3.9496;3.7536;2.6808
2020-04-01;3.9408;3.7448;2.6704
2020-04-02;3.9176;3.7216;2.6488
2020-04-03;3.9088;3.7128;2.6312
2020-04-04;3.9264;3.7304;2.6976
2020-04-05;3.9264;3.7304;2.6976
2020-04-06;3.9264;3.7304;2.6976
2020-04-07;3.9456;3.7496;2.688
2020-04-08;3.9632;3.7672;2.68
2020-04-09;3.9456;3.7496;2.6688
2020-04-10;3.9368;3.7408;2.6584
2020-04-11;3.9368;3.7408;2.6584
2020-04-12;3.9368;3.7408;2.6584
2020-04-13;3.9368;3.7408;2.6584
2020-04-14;3.9368;3.7408;2.6584
2020-04-15;3.9048;3.7088;2.6336
2020-04-16;3.8648;3.6688;2.6008
2020-04-17;3.86;3.664;2.5832
2020-04-18;3.8688;3.6728;2.5936
2020-04-19;3.8688;3.6728;2.5936
2020-04-20;3.8688;3.6728;2.5936
2020-04-21;3.852;3.656;2.5704
2020-04-22;3.8136;3.6176;2.5352
2020-04-23;3.7552;3.5592;2.512
2020-04-24;3.7592;3.5632;2.4936
2020-04-25;3.7328;3.5368;2.4592
2020-04-26;3.7328;3.5368;2.4592
2020-04-27;3.7328;3.5368;2.4592
2020-04-28;3.72;3.524;2.4312
2020-04-29;3.6968;3.5008;2.424
2020-04-30;3.7136;3.5176;2.4504
2020-05-01;3.7456;3.5496;2.5216
2020-05-02;3.7456;3.5496;2.5216
2020-05-03;3.7456;3.5496;2.5216
2020-05-04;3.7456;3.5496;2.5216
2020-05-05;3.7448;3.5488;2.4816
2020-05-06;3.7888;3.5928;2.54
2020-05-07;3.8;3.604;2.532
2020-05-08;3.8272;3.6312;2.5488
2020-05-09;3.8272;3.6312;2.5488
2020-05-10;3.8272;3.6312;2.5488
2020-05-11;3.8272;3.6312;2.5488
2020-05-12;3.8408;3.6448;2.5656
2020-05-13;3.8448;3.6488;2.5712
2020-05-14;3.84;3.644;2.58
2020-05-15;3.8496;3.6536;2.6136
2020-05-16;3.88;3.684;2.672
2020-05-17;3.88;3.684;2.672
2020-05-18;3.88;3.684;2.672
2020-05-19;3.9528;3.7568;2.7912
2020-05-20;3.9928;3.7968;2.7816
2020-05-21;4.0096;3.8136;2.7968
2020-05-22;4.0096;3.8136;2.8008
2020-05-23;4.0096;3.8136;2.8088
2020-05-24;4.0096;3.8136;2.8088
2020-05-25;4.0096;3.8136;2.8088
2020-05-26;4.0096;3.8136;2.8088
2020-05-27;4.0056;3.8096;2.8096
2020-05-28;3.9936;3.7976;2.8096
2020-05-29;3.9856;3.7896;2.7992
2020-05-30;3.9776;3.7816;2.7864
2020-05-31;3.9776;3.7816;2.7864
2020-06-01;3.9776;3.7816;2.7864
2020-06-02;3.9864;3.7904;2.7808
2020-06-03;4.0048;3.8088;2.8264
2020-06-04;4.02;3.824;2.8168
2020-06-05;4.0192;3.8232;2.8168
2020-06-06;4.0432;3.8472;2.8744
2020-06-07;4.0432;3.8472;2.8744
2020-06-08;4.0432;3.8472;2.8744
2020-06-09;4.0648;3.8688;2.8728
2020-06-10;4.0728;3.8768;2.8824
2020-06-11;4.088;3.892;2.8896
2020-06-12;4.088;3.892;2.8896
2020-06-13;4.068;3.872;2.868
2020-06-14;4.068;3.872;2.868
2020-06-15;4.068;3.872;2.868
2020-06-16;4.0704;3.8744;2.8672
2020-06-17;4.076;3.88;2.8864
2020-06-18;4.088;3.892;2.9112
2020-06-19;4.1008;3.9048;2.9256
2020-06-20;4.1136;3.9176;2.9608
2020-06-21;4.1136;3.9176;2.9608
2020-06-22;4.1136;3.9176;2.9608
2020-06-23;4.1496;3.9536;2.9632
2020-06-24;4.1528;3.9568;2.9624
2020-06-25;4.132;3.936;2.9472
2020-06-26;4.1056;3.9096;2.9408
2020-06-27;4.0904;3.8944;2.9208
2020-06-28;4.0904;3.8944;2.9208
2020-06-29;4.0904;3.8944;2.9208
2020-06-30;4.084;3.888;2.9112
2020-07-01;4.0952;3.8992;2.92
2020-07-02;4.112;3.916;2.9288
2020-07-03;4.124;3.928;2.944
2020-07-04;4.1136;3.9176;2.9608
2020-07-05;4.1136;3.9176;2.9608
2020-07-06;4.1136;3.9176;2.9608
2020-07-07;4.1272;3.9312;2.9736
2020-07-08;4.1368;3.9408;2.9816
2020-07-09;4.1408;3.9448;2.9808
2020-07-10;4.128;3.932;2.9736
2020-07-11;4.1216;3.9256;2.968
2020-07-12;4.1216;3.9256;2.968
2020-07-13;4.1216;3.9256;2.968
2020-07-14;4.1224;3.9264;2.9664
2020-07-15;4.1216;3.9256;2.9616
2020-07-16;4.1176;3.9216;2.956
2020-07-17;4.1168;3.9208;2.952
2020-07-18;4.1152;3.9192;2.948
2020-07-19;4.1152;3.9192;2.948
2020-07-20;4.1152;3.9192;2.948
2020-07-21;4.1176;3.9216;2.9456
2020-07-22;4.1264;3.9304;2.956
2020-07-23;4.132;3.936;2.9592
2020-07-24;4.128;3.932;2.956
2020-07-25;4.1216;3.9256;2.9384
2020-07-26;4.1216;3.9256;2.9384
2020-07-27;4.1216;3.9256;2.9384
2020-07-28;4.1048;3.9088;2.9208
2020-07-29;4.1016;3.9056;2.9096
2020-07-30;4.0992;3.9032;2.9072
2020-07-31;4.0936;3.8976;2.9048
2020-08-01;4.0856;3.8896;2.8952
2020-08-02;4.0856;3.8896;2.8952
2020-08-03;4.0856;3.8896;2.8952
2020-08-04;4.0888;3.8928;2.9024
2020-08-05;4.0888;3.8928;2.9024
2020-08-06;4.108;3.912;2.936
2020-08-07;4.1072;3.9112;2.9192
2020-08-08;4.0944;3.8984;2.9096
2020-08-09;4.0944;3.8984;2.9096
2020-08-10;4.0944;3.8984;2.9096
2020-08-11;4.0776;3.8816;2.9048
2020-08-12;4.0784;3.8824;2.9096
2020-08-13;4.088;3.892;2.9184
2020-08-14;4.092;3.896;2.9096
2020-08-15;4.0896;3.8936;2.9072
2020-08-16;4.0896;3.8936;2.9072
2020-08-17;4.0896;3.8936;2.9072
2020-08-18;4.0832;3.8872;2.9048
2020-08-19;4.0832;3.8872;2.9024
2020-08-20;4.0784;3.8824;2.8968
2020-08-21;4.0744;3.8784;2.8944
2020-08-22;4.0592;3.8632;2.8872
2020-08-23;4.0592;3.8632;2.8872
2020-08-24;4.0592;3.8632;2.8872
2020-08-25;4.06;3.864;2.8984
2020-08-26;4.0704;3.8744;2.9024
2020-08-27;4.0808;3.8848;2.896
2020-08-28;4.0728;3.8768;2.8888
2020-08-29;4.0592;3.8632;2.8832
2020-08-30;4.0592;3.8632;2.8832
2020-08-31;4.0592;3.8632;2.8832
2020-09-01;4.0592;3.8632;2.8832
2020-09-02;4.0528;3.8568;2.8744
2020-09-03;4.0472;3.8512;2.8624
2020-09-04;4.028;3.832;2.8448
2020-09-05;4.0128;3.8168;2.8344
2020-09-06;4.0128;3.8168;2.8344
2020-09-07;4.0128;3.8168;2.8344
2020-09-08;3.9968;3.8008;2.8216
2020-09-09;3.98;3.784;2.8016
2020-09-10;3.9688;3.7728;2.788
2020-09-11;3.9568;3.7608;2.7816
2020-09-12;3.9608;3.7648;2.7728
2020-09-13;3.9608;3.7648;2.7728
2020-09-14;3.9608;3.7648;2.7728
2020-09-15;3.9544;3.7584;2.7672
2020-09-16;3.9512;3.7552;2.7648
2020-09-17;3.9528;3.7568;2.7752
2020-09-18;3.9728;3.7768;2.8192
2020-09-19;3.992;3.796;2.8168
2020-09-20;3.992;3.796;2.8168
2020-09-21;3.992;3.796;2.8168
2020-09-22;3.9936;3.7976;2.8064
2020-09-23;3.9824;3.7864;2.8048
2020-09-24;3.9832;3.7872;2.8088
2020-09-25;3.9832;3.7872;2.8136
2020-09-26;3.9896;3.7936;2.8328
2020-09-27;3.9896;3.7936;2.8328
2020-09-28;3.9896;3.7936;2.8328
2020-09-29;4.0096;3.8136;2.8512
2020-09-30;4.028;3.832;2.8464
2020-10-01;4.024;3.828;2.8424
2020-10-02;4.008;3.812;2.8336
2020-10-03;3.9912;3.7952;2.8256
2020-10-04;3.9912;3.7952;2.8256
2020-10-05;3.9912;3.7952;2.8256
2020-10-06;3.9944;3.7984;2.828
2020-10-07;4.0032;3.8072;2.86
2020-10-08;4.008;3.812;2.8464
2020-10-09;4.0248;3.8288;2.8632
2020-10-10;4.032;3.836;2.8624
2020-10-11;4.032;3.836;2.8624
2020-10-12;4.032;3.836;2.8624
2020-10-13;4.0288;3.8328;2.8528
2020-10-14;4.0272;3.8312;2.8496
2020-10-15;4.0288;3.8328;2.8608
2020-10-16;4.0368;3.8408;2.8736
2020-10-17;4.0432;3.8472;2.8864
2020-10-18;4.0432;3.8472;2.8864
2020-10-19;4.0432;3.8472;2.8864
2020-10-20;4.0504;3.8544;2.8808
2020-10-21;4.0472;3.8512;2.876
2020-10-22;4.0216;3.8256;2.8664
2020-10-23;4.0256;3.8296;2.8632
2020-10-24;4.0312;3.8352;2.8552
2020-10-25;4.0312;3.8352;2.8552
2020-10-26;4.0312;3.8352;2.8552
2020-10-27;4.0208;3.8248;2.8424
2020-10-28;4.0224;3.8264;2.8424
2020-10-29;4.0104;3.8144;2.8352
2020-10-30;3.9896;3.7936;2.824
2020-10-31;3.9872;3.7912;2.8144
2020-11-01;3.9872;3.7912;2.8144
2020-11-02;3.9872;3.7912;2.8144
2020-11-03;3.9872;3.7912;2.8144
2020-11-04;3.9904;3.7944;2.824
2020-11-05;4.0072;3.8112;2.8544
2020-11-06;4.0112;3.8152;2.8424
2020-11-07;4.0056;3.8096;2.8328
2020-11-08;4.0056;3.8096;2.8328
2020-11-09;4.0056;3.8096;2.8328
2020-11-10;4.0168;3.8208;2.8568
2020-11-11;4.0344;3.8384;2.8864
2020-11-12;4.0344;3.8384;2.8864
2020-11-13;4.08;3.884;2.8936
2020-11-14;4.0688;3.8728;2.8832
2020-11-15;4.0688;3.8728;2.8832
2020-11-16;4.0688;3.8728;2.8832
2020-11-17;4.0688;3.8728;2.8808
2020-11-18;4.0704;3.8744;2.876
2020-11-19;4.0792;3.8832;2.8808
2020-11-20;4.088;3.892;2.8824
2020-11-21;4.0952;3.8992;2.8816
2020-11-22;4.0952;3.8992;2.8816
2020-11-23;4.0952;3.8992;2.8816
2020-11-24;4.108;3.912;2.9088
2020-11-25;4.1424;3.9464;2.9576
2020-11-26;4.1632;3.9672;2.9568
2020-11-27;4.1672;3.9712;2.956
2020-11-28;4.1744;3.9784;2.9632
2020-11-29;4.1744;3.9784;2.9632
2020-11-30;4.1744;3.9784;2.9632
2020-12-01;4.1664;3.9704;2.9544
2020-12-02;4.1672;3.9712;2.9504
2020-12-03;4.1648;3.9688;2.9464
2020-12-04;4.1688;3.9728;2.9472
2020-12-05;4.172;3.976;2.9456
2020-12-06;4.172;3.976;2.9456
2020-12-07;4.172;3.976;2.9456
2020-12-08;4.1864;3.9904;2.9632
2020-12-09;4.1976;4.0016;2.968
2020-12-10;4.1984;4.0024;2.96
2020-12-11;4.2232;4.0272;2.9856
2020-12-12;4.224;4.028;2.9792
2020-12-13;4.224;4.028;2.9792
2020-12-14;4.224;4.028;2.9792
2020-12-15;4.2192;4.0232;2.9752
2020-12-16;4.2352;4.0392;2.9904
2020-12-17;4.2352;4.0392;2.9848
2020-12-18;4.248;4.052;2.996
2020-12-19;4.268;4.072;3.016
2020-12-20;4.268;4.072;3.016
2020-12-21;4.268;4.072;3.016
2020-12-22;4.252;4.056;3.008
2020-12-23;4.2552;4.0592;3.0064
2020-12-24;4.2632;4.0672;3.0296
2020-12-25;4.2632;4.0672;3.0296
2020-12-26;4.2632;4.0672;3.0296
2020-12-27;4.2632;4.0672;3.0296
2020-12-28;4.2632;4.0672;3.0296
2020-12-29;4.2672;4.0712;3.0248
2020-12-30;4.2672;4.0712;3.0248
2020-12-31;4.2688;4.0728;3.028
2021-01-01;4.2976;4.0856;3.0456
2021-01-02;4.2976;4.0856;3.0456
2021-01-03;4.2976;4.0856;3.0456
2021-01-04;4.2976;4.0856;3.0456
2021-01-05;4.296;4.084;3.0328
2021-01-06;4.3064;4.0944;3.0512
2021-01-07;4.3064;4.0944;3.0512
2021-01-08;4.3232;4.1112;3.0504
2021-01-09;4.3344;4.1224;3.0768
2021-01-10;4.3344;4.1224;3.0768
2021-01-11;4.3344;4.1224;3.0768
2021-01-12;4.3488;4.1368;3.0976
2021-01-13;4.3728;4.1608;3.124
2021-01-14;4.3864;4.1744;3.1224
2021-01-15;4.3952;4.1832;3.1272
2021-01-16;4.3904;4.1784;3.1216
2021-01-17;4.3904;4.1784;3.1216
2021-01-18;4.3904;4.1784;3.1216
2021-01-19;4.392;4.18;3.1272
2021-01-20;4.3936;4.1816;3.1296
2021-01-21;4.3928;4.1808;3.1272
2021-01-22;4.3752;4.1632;3.1232
2021-01-23;4.3656;4.1536;3.1176
2021-01-24;4.3656;4.1536;3.1176
2021-01-25;4.3656;4.1536;3.1176
2021-01-26;4.3536;4.1416;3.1128
2021-01-27;4.3584;4.1464;3.112
2021-01-28;4.3648;4.1528;3.1248
2021-01-29;4.3672;4.1552;3.12
2021-01-30;4.3712;4.1592;3.116
2021-01-31;4.3712;4.1592;3.116
2021-02-01;4.3712;4.1592;3.116
2021-02-02;4.3744;4.1624;3.1152
2021-02-03;4.3848;4.1728;3.1528
2021-02-04;4.3984;4.1864;3.1704
2021-02-05;4.4048;4.1928;3.1704
2021-02-06;4.4304;4.2184;3.2
2021-02-07;4.4304;4.2184;3.2
2021-02-08;4.4304;4.2184;3.2
2021-02-09;4.4448;4.2328;3.2032
2021-02-10;4.4648;4.2528;3.2
2021-02-11;4.4704;4.2584;3.2088
2021-02-12;4.4824;4.2704;3.2152
2021-02-13;4.484;4.272;3.2192
2021-02-14;4.484;4.272;3.2192
2021-02-15;4.484;4.272;3.2192
2021-02-16;4.504;4.292;3.2488
2021-02-17;4.5088;4.2968;3.2448
2021-02-18;4.5256;4.3136;3.2664
2021-02-19;4.5392;4.3272;3.28
2021-02-20;4.5432;4.3312;3.2712
2021-02-21;4.5432;4.3312;3.2712
2021-02-22;4.5432;4.3312;3.2712
2021-02-23;4.5528;4.3408;3.2768
2021-02-24;4.5568;4.3448;3.2912
2021-02-25;4.5744;4.3624;3.3136
2021-02-26;4.5856;4.3736;3.3112
2021-02-27;4.5872;4.3752;3.3064
2021-02-28;4.5872;4.3752;3.3064
2021-03-01;4.5872;4.3752;3.3064
2021-03-02;4.5832;4.3712;3.304
2021-03-03;4.5728;4.3608;3.3
2021-03-04;4.5656;4.3536;3.2936
2021-03-05;4.5792;4.3672;3.3368
2021-03-06;4.6184;4.4064;3.3936
2021-03-07;4.6184;4.4064;3.3936
2021-03-08;4.6184;4.4064;3.3936
2021-03-09;4.664;4.452;3.4032
2021-03-10;4.6768;4.4648;3.3912
2021-03-11;4.6632;4.4512;3.3776
2021-03-12;4.6656;4.4536;3.3728
2021-03-13;4.6712;4.4592;3.3848
2021-03-14;4.6712;4.4592;3.3848
2021-03-15;4.6712;4.4592;3.3848
2021-03-16;4.6752;4.4632;3.3944
2021-03-17;4.6712;4.4592;3.3896
2021-03-18;4.6536;4.4416;3.3736
2021-03-19;4.6312;4.4192;3.3544
2021-03-20;4.612;4.4;3.336
2021-03-21;4.612;4.4;3.336
2021-03-22;4.612;4.4;3.336
2021-03-23;4.5968;4.3848;3.3224
2021-03-24;4.5864;4.3744;3.3112
2021-03-25;4.5928;4.3808;3.3136
2021-03-26;4.5808;4.3688;3.3048
2021-03-27;4.6072;4.3952;3.3152
2021-03-28;4.6072;4.3952;3.3152
2021-03-29;4.6072;4.3952;3.3152
2021-03-30;4.6112;4.3992;3.3208
2021-03-31;4.6392;4.4272;3.3456
2021-04-01;4.6352;4.4232;3.3424
2021-04-02;4.628;4.416;3.3328
2021-04-03;4.628;4.416;3.3328
2021-04-04;4.628;4.416;3.3328
2021-04-05;4.628;4.416;3.3328
2021-04-06;4.628;4.416;3.3328
2021-04-07;4.6216;4.4096;3.3208
2021-04-08;4.6032;4.3912;3.2968
2021-04-09;4.596;4.384;3.2848
2021-04-10;4.5864;4.3744;3.2768
2021-04-11;4.5864;4.3744;3.2768
2021-04-12;4.5864;4.3744;3.2768
2021-04-13;4.5888;4.3768;3.2824
2021-04-14;4.5808;4.3688;3.2864
2021-04-15;4.5968;4.3848;3.304
2021-04-16;4.6096;4.3976;3.3176
2021-04-17;4.6216;4.4096;3.3312
2021-04-18;4.6216;4.4096;3.3312
2021-04-19;4.6216;4.4096;3.3312
2021-04-20;4.6128;4.4008;3.3272
2021-04-21;4.592;4.38;3.3152
2021-04-22;4.5992;4.3872;3.3064
2021-04-23;4.5944;4.3824;3.3048
2021-04-24;4.5944;4.3824;3.3072
2021-04-25;4.5944;4.3824;3.3072
2021-04-26;4.5944;4.3824;3.3072
2021-04-27;4.5888;4.3768;3.304
2021-04-28;4.596;4.384;3.3048
2021-04-29;4.6072;4.3952;3.3328
2021-04-30;4.62;4.408;3.3544
2021-05-01;4.6256;4.4136;3.3376
2021-05-02;4.6256;4.4136;3.3376
2021-05-03;4.6256;4.4136;3.3376
2021-05-04;4.6256;4.4136;3.3376
2021-05-05;4.6464;4.4344;3.3552
2021-05-06;4.6672;4.4552;3.3744
2021-05-07;4.6768;4.4648;3.3888
2021-05-08;4.684;4.472;3.384
